Date,Open,High,Low,Close
2018-09-24 00:00:00+05:30,537.5608273075529,548.82594937841,533.1565644174077,545.3512573242188
2018-09-25 00:00:00+05:30,546.8783314029075,551.0833835775716,528.951502034145,544.7094116210938
2018-09-26 00:00:00+05:30,548.4276564018437,555.0450433187049,543.182406037007,553.9163208007812
2018-09-27 00:00:00+05:30,555.5098534087277,559.0509693100778,547.7636845353077,554.95654296875
2018-09-28 00:00:00+05:30,557.6786993825865,562.9018475967209,552.1014514445271,556.8155517578125
2018-10-01 00:00:00+05:30,556.704946131616,556.704946131616,532.9352921219858,545.1963500976562
2018-10-03 00:00:00+05:30,544.2226390246745,548.6932669178199,531.1869568120767,533.4222412109375
2018-10-04 00:00:00+05:30,526.5170934450266,526.9154556769621,489.55686709787676,496.7497253417969
2018-10-05 00:00:00+05:30,486.6796898804231,493.67333663354873,459.5238698269349,464.2601013183594
2018-10-08 00:00:00+05:30,464.7692126511354,494.42589557164916,453.94671346148436,491.0618591308594
2018-10-09 00:00:00+05:30,496.48415089049286,497.214511197296,478.5794793640813,482.496826171875
2018-10-10 00:00:00+05:30,484.2008956262235,493.91680201452164,479.951580863742,487.8305358886719
2018-10-11 00:00:00+05:30,470.9661217456406,493.4299456169422,461.67073718064023,481.5008850097656
2018-10-12 00:00:00+05:30,489.0920567053838,499.73747508395496,487.7420219664262,498.65301513671875
2018-10-15 00:00:00+05:30,500.13590944604493,507.66076601238575,494.93495083345624,504.49591064453125
2018-10-16 00:00:00+05:30,507.26240112320806,516.7348063938479,504.6065346457416,515.141357421875
2018-10-17 00:00:00+05:30,521.8693644996696,522.0242535824618,504.60647095666945,509.6083068847656
2018-10-19 00:00:00+05:30,486.9010283540417,491.7700475018947,473.73256019501423,487.4764404296875
2018-10-22 00:00:00+05:30,491.32736792200456,493.45202534091646,468.0225300115831,470.3684997558594
2018-10-23 00:00:00+05:30,465.9864921007632,471.2760054890812,461.9584887707688,466.8496398925781
2018-10-24 00:00:00+05:30,475.79083404980474,476.255619514561,456.53612848480526,462.8879699707031
2018-10-25 00:00:00+05:30,458.5722447244144,460.63050852172944,449.896535320371,456.2705078125
2018-10-26 00:00:00+05:30,457.20004454263693,467.86762393617505,452.37531752942397,462.5116882324219
2018-10-29 00:00:00+05:30,462.99864081915166,484.1788235216352,462.99864081915166,481.5008850097656
2018-10-30 00:00:00+05:30,480.48274061457715,480.48274061457715,465.698634922711,467.8675842285156
2018-10-31 00:00:00+05:30,468.75290522555224,471.78497301426796,463.4412611735673,469.74884033203125
2018-11-01 00:00:00+05:30,472.6923389405378,472.6923389405378,464.76915084726494,467.5356140136719
2018-11-02 00:00:00+05:30,472.2940088927251,478.4909317196763,470.58984477361537,475.79083251953125
2018-11-05 00:00:00+05:30,475.14904983069204,483.6698117450583,471.4087528995298,482.60748291015625
2018-11-06 00:00:00+05:30,484.2451636297323,492.21264367437743,483.1828349269601,488.7158203125
2018-11-07 00:00:00+05:30,493.54055213197415,493.54055213197415,489.8666788739522,491.63720703125
2018-11-09 00:00:00+05:30,489.66748163448926,493.00938629301976,480.2614421518218,484.001708984375
2018-11-12 00:00:00+05:30,485.8829720740352,486.3698592250039,475.6359151924671,478.04827880859375
2018-11-13 00:00:00+05:30,475.3924398100861,488.2289093220157,473.6440133349889,486.6575622558594
2018-11-14 00:00:00+05:30,489.13634567495455,492.50038186216375,480.4827968608081,485.9936218261719
2018-11-15 00:00:00+05:30,485.5509458126148,488.228883919858,480.92537069001344,485.5066833496094
2018-11-16 00:00:00+05:30,485.99364589349165,500.15804992215857,485.6174148995349,499.0293273925781
2018-11-19 00:00:00+05:30,501.4638099233881,509.785390436092,500.6228230165289,509.0329284667969
2018-11-20 00:00:00+05:30,506.81969290772537,511.6444196910351,500.1800869033896,503.45562744140625
2018-11-21 00:00:00+05:30,503.49994588336864,507.0410615999847,490.02163993065284,492.6110534667969
2018-11-22 00:00:00+05:30,493.3192926298162,498.1219183611258,486.9453196665298,488.1625671386719
2018-11-26 00:00:00+05:30,490.88476733552335,494.6471656942796,485.7501733968261,491.21673583984375
2018-11-27 00:00:00+05:30,490.39781567752465,500.18008616996013,489.31335575970326,499.38336181640625
2018-11-28 00:00:00+05:30,501.2645281617081,512.4632857475384,498.542357170042,510.2058410644531
2018-11-29 00:00:00+05:30,513.9018159634514,522.2676572802367,513.4591913637076,517.2216186523438
2018-11-30 00:00:00+05:30,518.9037053513254,524.9678409771739,514.4773401972819,516.8012084960938
2018-12-03 00:00:00+05:30,520.0545716674077,520.0545716674077,508.36892549379166,511.887939453125
2018-12-04 00:00:00+05:30,512.5740455041195,512.5740455041195,505.58039732565175,510.051025390625
2018-12-05 00:00:00+05:30,506.2664299064278,512.9281382181655,504.2966614243573,511.3124694824219
2018-12-06 00:00:00+05:30,508.59021642539426,508.59021642539426,494.9791534586504,497.3694152832031
2018-12-07 00:00:00+05:30,499.936644435788,503.25638815354296,490.59696955454234,501.8620910644531
2018-12-10 00:00:00+05:30,491.3274009700011,493.23074619157273,479.4204720397295,482.5853271484375
2018-12-11 00:00:00+05:30,471.85136663265433,487.83059080270107,466.9823768220481,485.81658935546875
2018-12-12 00:00:00+05:30,486.45837456551925,492.8766391720069,481.4787287925514,491.5487060546875
2018-12-13 00:00:00+05:30,499.29485901164674,499.29485901164674,484.7099627810662,490.0216064453125
2018-12-14 00:00:00+05:30,488.2732056825799,493.4963246900918,483.27139901697336,492.30120849609375
2018-12-17 00:00:00+05:30,493.9611324193799,501.50809045246905,491.99139339222495,500.1358947753906
2018-12-18 00:00:00+05:30,497.2144102590971,504.16379396352653,495.97500224834,503.0129699707031
2018-12-19 00:00:00+05:30,505.27045843181776,507.837740503206,501.5965556374403,503.1900634765625
2018-12-20 00:00:00+05:30,496.1963780651814,501.2867390481279,494.0496188714748,499.49407958984375
2018-12-21 00:00:00+05:30,497.9668881776643,500.7333807389976,485.1304194246723,486.989501953125
2018-12-24 00:00:00+05:30,487.29940701814274,488.31747334945453,480.9475654515845,482.0984191894531
2018-12-26 00:00:00+05:30,480.61559723152027,486.90104509867547,471.6964438229025,486.1706848144531
2018-12-27 00:00:00+05:30,490.08801663787307,498.852251139613,488.6715881289746,495.84228515625
2018-12-28 00:00:00+05:30,498.1882579195662,502.50399626800674,496.2849127090147,498.2104187011719
2018-12-31 00:00:00+05:30,500.6007069524883,501.88437775725583,494.07181493765887,496.30712890625
2019-01-01 00:00:00+05:30,498.077654745739,498.98506492593896,491.37168372531875,496.1964111328125
2019-01-02 00:00:00+05:30,493.31926575244586,498.8522514846727,487.343655344541,489.7339172363281
2019-01-03 00:00:00+05:30,490.22081646225075,493.36354038015054,482.5189400816617,483.6919250488281
2019-01-04 00:00:00+05:30,485.7502164249091,488.8708092850702,478.53522679127866,486.3034973144531
2019-01-07 00:00:00+05:30,489.99947507255644,495.06767517209585,487.3436384673368,489.0035400390625
2019-01-08 00:00:00+05:30,489.1584706528177,491.30525940351646,485.1304679541355,488.95928955078125
2019-01-09 00:00:00+05:30,492.21267318377784,494.425855651597,486.32558772693704,491.65936279296875
2019-01-10 00:00:00+05:30,490.3314508444639,491.7700401073639,488.2289245811867,490.2207946777344
2019-01-11 00:00:00+05:30,490.2650868480433,493.0094485923321,481.8549812853927,486.03790283203125
2019-01-14 00:00:00+05:30,484.6878651488265,487.12236004562834,480.8811746140079,485.484619140625
2019-01-15 00:00:00+05:30,489.1142147216286,501.0654355760193,489.1142147216286,500.0252380371094
2019-01-16 00:00:00+05:30,502.39332672848343,506.8197509366535,500.3350923620848,502.791748046875
2019-01-17 00:00:00+05:30,506.57623657866645,508.10332119014834,500.1801034631088,502.1498718261719
2019-01-18 00:00:00+05:30,508.5016772065438,526.6940822128304,502.50396544977406,524.2374267578125
2019-01-21 00:00:00+05:30,528.5089422923119,548.8481079387703,526.1408115885986,547.8521728515625
2019-01-22 00:00:00+05:30,545.7053520130312,551.9465366426136,539.8403687748806,546.723388671875
2019-01-23 00:00:00+05:30,545.9044615705386,550.7292469993979,540.9026853969897,542.8060302734375
2019-01-24 00:00:00+05:30,542.2307176885093,554.7130882758987,540.0617976543355,552.1679077148438
2019-01-25 00:00:00+05:30,553.4958304499542,559.8033797795792,546.8341222864655,551.5260620117188
2019-01-28 00:00:00+05:30,553.5179429525717,555.9303361110078,541.0798348240664,544.2446899414062
2019-01-29 00:00:00+05:30,544.8864613246026,545.1741968816506,531.7622569321205,535.8787841796875
2019-01-30 00:00:00+05:30,537.8043656072043,542.2307307181926,527.2252808955305,529.2614135742188
2019-01-31 00:00:00+05:30,532.0500376390211,544.3110954962458,531.6074129717023,543.182373046875
2019-02-01 00:00:00+05:30,546.2144636186489,555.5098184046919,543.1381334083609,553.2744750976562
2019-02-04 00:00:00+05:30,551.9686981888808,574.0784806662556,549.7776764638679,571.4005126953125
2019-02-05 00:00:00+05:30,571.8873820352513,577.3761052108845,565.9560341911196,571.6881713867188
2019-02-06 00:00:00+05:30,573.7685318299614,583.2409946417941,572.883282546338,579.9654541015625
2019-02-07 00:00:00+05:30,579.9654440045323,584.8123314865187,569.2757931615276,571.1791381835938
2019-02-08 00:00:00+05:30,568.7003724990501,575.6498162527372,563.145285109626,565.5576782226562
2019-02-11 00:00:00+05:30,564.7609421263937,564.8052045928157,553.7392334148291,554.7351684570312
2019-02-12 00:00:00+05:30,553.9605964529412,563.1895874760552,553.9605964529412,556.1295166015625
2019-02-14 00:00:00+05:30,549.3128564552972,549.3128564552972,539.1321939259117,541.8765258789062
2019-02-15 00:00:00+05:30,544.3332058212081,553.2523589386116,537.3616603663344,550.8399658203125
2019-02-18 00:00:00+05:30,553.2965993868063,554.4032201240432,537.8043227333932,540.061767578125
2019-02-19 00:00:00+05:30,539.1321855608721,548.7374358904422,536.1222788619095,538.2911987304688
2019-02-20 00:00:00+05:30,541.7216465839695,548.8702417164039,539.57482832799,546.3693237304688
2019-02-21 00:00:00+05:30,547.0996507231351,556.7491632550892,544.1561082536389,551.9243774414062
2019-02-22 00:00:00+05:30,550.9063696321634,551.2162068932724,542.673314598179,545.4840698242188
2019-02-25 00:00:00+05:30,547.0996231918582,550.1981136755784,540.3051285442053,545.4618530273438
2019-02-26 00:00:00+05:30,535.369810658872,546.5685699194651,533.8206242395728,540.128173828125
2019-02-27 00:00:00+05:30,543.5807423314526,551.039174906928,535.1484763797688,541.5667114257812
2019-02-28 00:00:00+05:30,546.103714945572,548.8037843138575,542.9166993834878,544.9085693359375
2019-03-01 00:00:00+05:30,547.5422609049652,549.9103912857396,541.0133999644827,542.6953735351562
